Sanskrit Word,Transliteration,Meaning,Page Number
कृति,kRiti,Direction,54
कृतेन,kRitena,by discharge of duty,54
कृत्तिका,kRittikaa,Third nakshatra,54
कृत्य,kRitya,Deed,54
कृत्यैः,kRityaiH,that which was done,54
कृत्वा,kRitvaa,after doing,54
कृत्स्नं,kRitsnaM,whole,54
कृत्स्नकर्मकृत्‌,kRitsnakarmakRit.h,although engaged in all activities,55
कृत्स्नवत्‌,kRitsnavat.h,as all in all,55
कृत्स्नवित्‌,kRitsnavit.h,one who is in factual knowledge,55
कृत्स्नस्य,kRitsnasya,all-inclusive,55
कृन्तति,kRintati, to cut,55
कृपः,kRipaH,Krpa,55
कृपण,kRipaNa, niggardly,55
कृपणाः,kRipaNaaH,misers,55
कृपया,kRipayaa,please,55
कृपयाऽपारे,kRipayaa.apaare,out of boundless compassion,55
कृपा,kRipaa,compassion,55
कृपाछाया,kRipaachhaayaa,care or  protection,55
कुशः,kRishaH,thin,55
कुशति,kRishati,to plough,55
कृषक,kRishhaka,peasant,55
कृषकः,kRishhakaH, farmer,55
कृषि,kRishhi,plowing,55
कृषीवलः,kRishhiivalaH,farmer,55
कृष्ण,kRishhNa,the eighth incarnation of Vishnu that is Krishna,55
कृष्णपक्ष,kRishhNapaksha,Dark half of lunar month also known as vadyapaksha,55
कृष्णं,kRishhNaM,unto KRishhNa,55
कृष्णः,kRishhNaH,the fortnight of the dark moon,55
कृष्णाजिनाम्बरौ,kRishhNaajinaambarau,two persons wearing the deer-skin as clothes,55
कृष्णात्‌,kRishhNaat.h,from KRishhNa,55
कृष्णासन,kRishhNaasana,the Krishna posture,55
कृष्णे,kRishhNe,and darkness,55
के,ke,who,55
केचित्‌,kechit.h,some of them,55
केतकी,ketakii,a fragrant flower,55
केतू,ketuu,The south Lunar Node also known as Cauda Draconis in latin or The Dragon’s tail,55
केन,kena,by what,55
केनचित्‌,kenachit.h,by somebody,55
केन्द्र,kendra,center,55
केन्द्रकं,kendraka,nucleus,55
केन्द्रे,kendre, at the centre,55
केमदरम,kemadruma,No planet flanking the Moon sign or  Traditionally a sign of great misery,55
केयूर,keyuura,armlet  a bracelet worn on upper arm,55
केवल,kevala,"whole, pure",55
केवलं,kevalaM,merely,55
केवलैः,kevalaiH,purified,55
केश,kesha,hair,56
केशव,keshava, kRishhNa or O killer of the demon Kesi ,56
केशवस्य,keshavasya,of KRishhNa,56
केशिनिशूदन,keshinishuudana,O killer of the Kesi demon,56
केषु,keshhu,in which,56
केसरवणः,kesaravarNaH,orange colour,56
केः,kaiH,by whom,56
केलास,kailaasa,a Himalayan mountain or home of Shiva,56
केवल्य,kaivalya,spiritual independence and freedom,56
कोऽपि,ko.api,whosoever,56
कोऽह,ko.ahaM,who am I,56
कोउस्तुभ,koustubha,gem named Kostubha,56
कोकिल,kokila,the cuckoo,56
कोटि,koTi,extreme corner or edge,56
कोटिभाग,koTibhaaga,edge portion,56
कोटी,koTii,1 crore or  10 million,56
कोणः,koNaH,angle or  corner of a room,56
कोणे,koNe, in the corner,56
कोन,kona,an angle,56
कोप,kopa,anger,56
कोपवती,kopavatii,when angry,56
कोपित,kopita,angered,56
कोलाहल,kolaahala,uproar,56
कोश,kosha,body or sheath,56
कोष,koshha,"a vessel or  bucket or  a box or  seheath or cover or store or store-room or  treasury or nutmeg,",56
कोषः,koshhaH,pocket,56
कोष्ठः,koshhThaH, room,56
कोष्टावलिः,koshhThaavaliH,apartment complex,56
कोष्ठिका,koshhThikaa,cabin,56
कौतुक,kautuka,curiosity or  eagerness,56
कौन्तेय,kaunteya,O son of Kunti,56
कौन्तेयः,kaunteyaH,the son of Kunti,56
कौमारं,kaumaaraM,boyhood,56
कौमुदी,kaumudii,moonlight,56
कौशलं,kaushalaM,art,56
कौसल्येयो,kausalyeyo,kausalyA’s  son ,56
कौस्तुभ,kaustubha,one of Vishnu’s jewels,56
तवः,kratavaH,good deeds or sacrifices,56
क्रान्ति,kraanti,revolution,56
क्रान्तिकारक,kraantikaaraka,revolutionary,57
क्रामति,kraamati,to cross,57
क्रिकर,krikara,one of the vital airs or causes coughing and sneezing,57
क्रिय,kriya,action,57
क्रियः,kriyaH,and activities,57
क्रियते,kriyate,is done,57
क्रियन्ते,kriyante,are done,57
क्रियमाण,kriyamaaNa,someone in the process of doing,57
क्रियमाणानि,kriyamaaNaani,being done,57
क्रिया,kriyaa,Purificationary rite or religious ceremony,57
क्रियाः,kriyaaH,performances,57
क्रियातत्त्व,kriyaatattva,action principle,57
क्रियाभिः,kriyaabhiH,by pious activities,57
क्रियाविशेष,kriyaavisheshha,pompous ceremonies,57
क्रियाशील,kriyaashiila,active,57
क्रीडति,kriiDati,plays,57
क्रीडा,kriiDaa,play,57
क्रीडानक,kriiDaanaka, a toy,57
क्रीडालुः,kriiDaaluH,sportsman,57
क्रीणाति,kriiNaati,to buy,57
क्रोध,krodha,anger,57
क्रोधं,krodhaM,anger,57
क्रोधः,krodhaH,and anger,57
क्रोशति,kroshati, to cry,57
क्रौंच,krau.ncha,a mountain said to be pierced by Kartikeya,57
क्रौंचपति,krau.nchapati,kArtikeya,57
क्रौञ्च,krauJNcha,a heron,57
क्रौञ्चासन,krauJNchaasana,the heron posture,57
क्लिन्न,klinna,wet,57
क्लेदयन्ति,kledayanti,moistens,57
क्लेश,klesha, distress,57
क्लेशः,kleshaH,trouble,57
क्लेव्यं,klaibyaM,impotence,57
क्व॒,kva,where,57
क्वचित्‌,kvachit.h,at any time,57
क्वथति,kvathati,to boil,57
कल्ःअमता,kSHamataa, competency,57
क्षकिरणः,kShakiraNaH,X-ray,57
क्षयरोगः,kShayarogaH,tuberculosis,57
क्षेत्राधिकारः,kShetraadhikaaraH, jurisdiction,58
ख,kha,sky or aakaasha,58
खं,khaM,ether,58
खग,khaga,one traversing in the sky or a name of Sun or  also birds,58
खगः,khagaH,bird or literally the sky-goer,58
खगोलशास्त्रम्‌,khagolashaastram.h,astronomy,58
खञ्जः,khaJNjaH,a handicapped person or  lame,58
खङ्घ,khaDga,sword,58
खद्गी,khaDgii,with sword,58
खण्ड,khaNDa,piece,58
खण्डन,khaNDana,to pound or cut into pieces or  injuring or  hurting,58
खण्डपिटासन,khaNDapiTaasana,the ankle-twist posture,58
खण्डयति,khaNDayati,to grate  or as in grating a coconut,58
खण्डशस्कृतः,khaNDashaskRitaH,made into pieces,58
खनति,khanati, to dig,58
खर,khara,sharp,58
खरध्वंसी,kharadhva.nsii,he who smashed and killed khara or a rAkshasa,58
खल,khala,rouge,58
खलयोग,khalayoga,The Yoga of a swindler or confidence trickster,58
खलु,khalu,indeed,58
खादत्‌,khaadat.h,one who eats,58
खादति,khaadati,to eat,58
खे,khe,in the sky,58
खेचरी,khecharii,mudra where the tongue is inserted in the upper cavity,58
खेटः,kheTaH,shield,58
खेद,kheda,sorrow,58
ख्यात,khyaata,famous,58
ख्याती,khyaatii,an outlook of knowledge or fame,58
सिस्ताब्दे,khristaabde,calendar year,58
ख्समता,khsamataa,capacity,58
गं,ga.n,the letter or sound ,58
गकारः,gakaaraH,beginning with the letter ga,58
गगनयात्रिकः,gaganayaatrikaH,astronaut,58
गङ्गासागर,ga.ngaasaagara,the sea of Ganga or banks of the Ganges,58
गच्छताम्‌,gachchhataam.h,may the two go,58
गच्छति,gachchhati,goes,58
गच्छन्‌,gachchhan.h,going,59
गच्छन्ति,gachchhanti,they reach,59
गज,gaja,Elephant,59
गजः,gajaH,elephant,59
गजकेशरियोग,gajakeshariyoga,Yoga in which the Moon is in an angular position ,59
गजेन्द्राणां,gajendraaNaaM,of lordly elephants,59
गञ्जीफा,gaJNjiiphaa,playing cards,59
गण्‌,gaN.h,to count or to consider,59
गण,gaNa,Number,59
गणकऋषिः,gaNakaRishhiH,the rishi of this stotra is gaNaka,59
गणना,gaNanaa,consideration,59
गणपतये,gaNapataye,to gaNapati,59
गणपति,gaNapati,gaNaanaaM pathiH or lord of groups of devas,59
गणपतिं,gaNapatiM,Ganesh,59
गणपतिर्देवता,gaNapatirdevataa,the god of this stotra,59
गणपती,gaNapatii,god of luck and wisdom,59
गणयति,gaNayati,to count,59
गणित,gaNita,mathematics,59
गणेशविद्या,gaNeshavidyaa,the knowledge of gaNeshha,59
गण्ड,gaNDa,the cheek,59
गत॒,gata,gone,59
गतं,gataM,reached ,59
गतः,gataH,returned,59
गतचिन्ता,gatachintaa,thinking of,59
गतरसं,gatarasaM,tasteless,59
गतवति,gatavati,while gone,59
गतव्यथाः,gatavyathaaH,freed from all distress,59
गतसङ्गस्य,gatasa.ngasya,of one unattached to the modes of material nature,59
गता,gataa,became,59
गताः,gataaH,having achieved,59
गतागतं,gataagataM,death and birth,59
गतासून्‌,gataasuun.h,departed life  or dead people,59
गति,gati,the movement,59
गति,gatiM,progress,59
गतिः,gatiH,entrance,59
गत्वा,gatvaa,attaining,59
गदति,gadati,to say,59
गदिनं,gadinaM,with maces,59
गन्तव्यं,gantavyaM,to be reached,59
गन्तासि,gantaasi,you shall go,59
गन्ध,gandha,smell ,60
गन्धः,gandhaH,fragrance,60
गन्धव,gandharva,of the Gandharvas,60
गन्धर्वाणां,gandharvaaNaaM,of the citizens of the Gandharva planet,60
गन्धान्‌,gandhaan.h,smells,60
गमः,gamaH,take to,60
गमनं,gamanaM,going,60
गम्यते,gamyate,one can attain,60
गरीयः,gariiyaH,better,60
गरीयसि,gariiyasi, better thing or person,60
गरीयसे,gariiyase,who are better,60
गरीयान्‌,gariiyaan.h,glorious,60
गरुडासन,garuDaasana,the eagle posture,60
गज,garj.h,to thunder,60
गतं,garta,pit or  trench or cavity,60
गदे,garda,Dark shade,60
गदभ,gardabha,donkey,60
गभः,garbhaH,embryo,60
गभैपिण्ड,garbhapiNDa,an embryo,60
गभांसन,garbhaasana,the foetus posture,60
गभिंणी,garbhiNii,a pregnant woman,60
गवं,garva,vanity,60
गवं,garvaM,arrogance or haughtiness,60
गल,gala,neck,60
गलित,galita,dropped off,60
गलितं,galitaM,weakened,60
गवाक्षः,gavaakShaH,window or an opening for ventilation,60
गवि,gavi,in the cow,60
गहना,gahanaa,very difficult,60
गां,gaaM,the planets,60
गाण्डीवं,gaaNDiivaM,the bow of Arjuna,60
गात्राणि,gaatraaNi,limbs of the body,60
गायकः,gaayakaH,singer,60
गायति,gaayati,to sing,60
गायत्री,gaayatrii,the Gayatri hymns,60
गायिका,gaayikaa,singer,61
गाहते,gaahate,to plunge,61
गिर्‌,&11.11,language,61
गिरः,giraH,words,61
गिरां,giraaM,of vibrations,61
गिरि,giri,mountain,61
गिरिकन्दर,girikandara,ravine,61
गिरिजा,girijaa,paarvati,61
गिरिश,girish,God of mountain attributed to Lord Shiva,61
गिलति,gilati,to swallow,61
गीतं,giitaM,described,61
गीता,giitaa,Shrimadh Bhagavadh gita,61
गु,gu,darkness,61
गुड,guDa,jaggery,61
गुडः,guDaH, jaggery,61
गुडाकेश,guDaakesha,O Arjuna,61
गुडाकेशः,guDaakeshaH,Arjuna or  the master of curbing ignorance,61
गुडाकेशेन,guDaakeshena,by Arjuna,61
गुण,guNa,qualities,61
गुणकः,guNakaH,multiplier or coefficient,61
गुणकथनपुण्येन,guNakathanapuNyena,through the merit from praising Thy glories,61
गुणकम,guNakarma,of works under material influence,61
गुणकमेसु,guNakarmasu,in material activities,61
गुणतः,guNataH,by the modes of material nature,61
गुणत्रयः,guNatrayaH,three qualities that is satvaH and rajaH  and tamaH,61
गुणधम,guNadharma,property,61
गुणधम,guNadharma,properties,61
गुणधम,guNadharma,property,61
गुणन्‌,guNan.h,praising,61
गुणनम्‌,guNanam.h, multiplication,61
गुणनिधिं,guNanidhiM,the stock-pile of good qualities,61
गुणभेदतः,guNabhedataH,in terms of different modes of material nature,61
गुणभोक्तु,guNabhoktRi,master of the gunas,61
गुणमयैः,guNamayaiH,consisting of the gunas,61
गुणवान्‌,guNavaan.h,a man with good qualities,61
गुणसंख्याने,guNasa.nkhyaane,in terms of different modes,61
